document_id,variant_id,file_name,document_type,extraction_method,ocr_confidence,structured_confidence,confidence_label,validation_status,processing_time_seconds,vendor_name,vendor_address,vendor_email,vendor_phone,customer_name,customer_address,invoice_number,invoice_date,due_date,currency,purchase_order,subtotal,tax_rate,tax_amount,discount,shipping,total_amount,payment_terms,merchant_name,merchant_address,merchant_phone,receipt_number,transaction_date,transaction_time,payment_method,last_four_digits,cashier
INV-0026,INV-0026-scanned_pdf,inv-0026_slight_rotation.pdf,invoice,ocr,0.9906594818663375,0.9383,High,Passed,0.0095,Northstar Paper Co.,"18WillowLoop,AlderBay,OR97001",,,,,NS-2025-10025,2025-03-18,2025-04-17,USD,,,,21.21,,,303.97,,,,,,,,,,
INV-0028,INV-0028-scanned_pdf,inv-0028_perspective.pdf,invoice,ocr,0.9908880028239129,0.9297,High,Review,0.0102,Blue Finch Supplies,"409HarborLane,Fairhaven,ME04032",,,,,NS-2025-10027,2025-01-12,2025-01-26,USD,,78.23,,6.45,,,84.68,,,,,,,,,,
INV-0029,INV-0029-scanned_pdf,inv-0029_lower_contrast.pdf,invoice,ocr,0.9863261612831393,0.9283,High,Review,0.0098,Copper & Pine Studio,"11QuartzStreet,Bellmere,AZ85004",,,,,NS-2025-10028,2025-07-14,2025-08-28,USD,,170.89,,12.82,,,183.71,,,,,,,,,,
INV-0030,INV-0030-scanned_pdf,inv-0030_jpeg_compression.pdf,invoice,ocr,0.9858484637658999,0.9281,High,Review,0.0097,MapleCircuitGoods,"260GroveAvenue,Westvale,NY10018",,,,,NS-2025-10029,2025-04-09,2025-04-23,USD,,248.38,,12.42,,,260.8,,,,,,,,,,
INV-0032,INV-0032-scanned_pdf,inv-0032_mild_shadow.pdf,invoice,ocr,0.9710838090950894,0.8998,High,Review,0.0101,Juniper Office Works,"72 Cedar Walk, Lumen City, CO 80014",,,Jacob Trevino Date:2025-06-13,"04897 Rachel Groves, South Richardborough Due:2025-06-27",NS-2025-1003,2025-06-13,2025-06-27,USD,,,,0.0,,,164.25,,,,,,,,,,
INV-0033,INV-0033-scanned_pdf,inv-0033_slight_rotation.pdf,invoice,ocr,0.9844830188331342,0.9365,High,Passed,0.0097,Blue Finch Supplies,"409HarborLane,Fairhaven,ME04032",,,,,NS-2025-10032,2025-10-28,2025-11-11,USD,,,,0.0,,,420.65,,,,,,,,,,
INV-0034,INV-0034-scanned_pdf,inv-0034_light_noise.pdf,invoice,ocr,0.9912793644154986,0.9535,High,Passed,0.0097,Copper &PineStudio,"11QuartzStreet,Bellmere,AZ85004",,,JenniferGreen Date:2025-04-25,"51535MoniqueVistaSuite263,PortJennifer Due:2025-05-25",NS-2025-10033,2025-04-25,2025-05-25,USD,,359.97,,18.0,,,377.97,,,,,,,,,,
INV-0035,INV-0035-scanned_pdf,inv-0035_perspective.pdf,invoice,ocr,0.9891395972332692,0.9291,High,Review,0.0099,MapleCircuitGoods,"260GroveAvenue,Westvale,NY10018",,,,,NS-2025-10034,2025-05-03,2025-06-02,USD,,186.69,,15.4,,,202.09,,,,,,,,,,
INV-0036,INV-0036-scanned_pdf,inv-0036_lower_contrast.pdf,invoice,ocr,0.986691254424422,0.9284,High,Review,0.0095,Northstar Paper Co.,"18WillowLoop,AlderBay,OR97001",,,,,NS-2025-10035,2025-11-01,2025-12-16,USD,,365.75,,27.43,,,393.18,,,,,,,,,,
INV-0039,INV-0039-scanned_pdf,inv-0039_mild_shadow.pdf,invoice,ocr,0.9884275402435735,0.905,High,Review,0.0115,Copper & Pine Studio,"11QuartzStreet,Bellmere,AZ85004",,,Cassandra Petty Date:2025-01-27,"3378MichaelParkwayApt.500,NewErica Due:2025-02-10",NS-2025-10038,2025-01-27,2025-02-10,USD,,,,22.08,,,289.73,,,,,,,,,,
RCT-0001,RCT-0001-scanned_pdf,rct-0001_light_noise.pdf,receipt,ocr,0.9733543460026403,0.8751,High,Review,0.0092,,,,,,,,,,USD,,36.5,,2.74,,,39.24,,Morning OakMarket,"15OrchardWay,Brookfield,VT05036",,RC-2501-5000,2025-01-05,,,,
RCT-0003,RCT-0003-scanned_pdf,rct-0003_lower_contrast.pdf,receipt,ocr,0.9905459297131748,0.9163,High,Review,0.0092,,,,,,,,,,USD,,115.6,,9.54,,,125.14,,HarborBasket,"203TideStreet,Seacliff,CA94016",,RC-2511-5002,2025-11-16,,,,
RCT-0005,RCT-0005-scanned_pdf,rct-0005_mild_blur.pdf,receipt,ocr,0.9891292576430412,0.9259,High,Passed,0.0105,,,,,,,,,,USD,,174.19,,13.06,,,187.25,,Morning OakMarket,"15OrchardWay,Brookfield,VT05036",,RC-2505-5004,2025-05-17,,,,
RCT-0007,RCT-0007-scanned_pdf,rct-0007_slight_rotation.pdf,receipt,ocr,0.9863707533715942,0.925,High,Passed,0.01,,,,,,,,,,USD,,107.98,,5.4,,,113.38,,Harbor Basket,203TideStreetSacliffCA94016,,RC-2507-5006,2025-07-21,,,,
RCT-0008,RCT-0008-scanned_pdf,rct-0008_light_noise.pdf,receipt,ocr,0.9941995684032513,0.9174,High,Review,0.0106,,,,,,,,,,USD,,55.61,,2.78,,,58.39,,CobaltCornerShop,"39PrismAvenue,Eastmere,IL60607",,RC-2503-5007,2025-03-17,,,,
RCT-0009,RCT-0009-scanned_pdf,rct-0009_perspective.pdf,receipt,ocr,0.987956411504642,0.9255,High,Passed,0.0095,,,,,,,,,,USD,,194.73,,14.6,,,209.33,,Morning Oak Market,"15OrchardWay,Brookfield,T05036",,RC-2510-5008,2025-10-16,,,,
RCT-0011,RCT-0011-scanned_pdf,rct-0011_jpeg_compression.pdf,receipt,ocr,0.9934686814898253,0.8812,High,Review,0.0085,,,,,,,,,,USD,,50.18,,3.76,,,53.94,,HarborBasket,"203TideStreet,Seacliff,CA94016",,RC-2503-5010,2025-03-31,,,,
RCT-0012,RCT-0012-scanned_pdf,rct-0012_mild_blur.pdf,receipt,ocr,0.9907546350884407,0.9264,High,Passed,0.0107,,,,,,,,,,USD,,82.2,,4.11,,,86.31,,CobaltCornerShop,"39PrismAvenue,Eastmere,IL60607",,RC-2505-5011,2025-05-22,,,,
RCT-0013,RCT-0013-scanned_pdf,rct-0013_mild_shadow.pdf,receipt,ocr,0.9623903940582533,0.9141,High,Passed,0.0097,,,,,,,,,,USD,,59.28,,,,,,,Morning Oak Market,15 Orchard Way Brookfield VT 05036,,RC-2509-5012,2025-09-13,,,,
RCT-0015,RCT-0015-scanned_pdf,rct-0015_light_noise.pdf,receipt,ocr,0.9930127177323923,0.917,High,Review,0.0106,,,,,,,,,,USD,,53.72,,0.0,,,53.72,,HarborBasket,"203TideStreet,Seacliff,CA94016",,RC-2507-5014,2025-07-09,,,,
RCT-0016,RCT-0016-scanned_pdf,rct-0016_perspective.pdf,receipt,ocr,0.993340079429195,0.8811,High,Review,0.0095,,,,,,,,,,USD,,160.6,,0.0,,,160.6,,CobaltCornerShop,"39PrismAvenue,Eastmere,IL60607",,RC-2501-5015,2025-01-30,,,,
RCT-0017,RCT-0017-scanned_pdf,rct-0017_lower_contrast.pdf,receipt,ocr,0.979913191869685,0.9215,High,Passed,0.0089,,,,,,,,,,USD,,87.22,,,,,87.22,,Morning Oak Market,"15OrchardWay,Brookfield,VT05036",,RC-2507-5016,2025-07-03,,,,
RCT-0018,RCT-0018-scanned_pdf,rct-0018_jpeg_compression.pdf,receipt,ocr,0.990272192611155,0.9262,High,Passed,0.0095,,,,,,,,,,USD,,89.41,,4.47,,,93.88,,Little Lantern Cafe,"88CrescentRoad,Pinecross,WA98104",,RC-2503-5017,2025-03-31,,,,
RCT-0019,RCT-0019-scanned_pdf,rct-0019_mild_blur.pdf,receipt,ocr,0.9891118218477736,0.9259,High,Passed,0.0086,,,,,,,,,,USD,,111.58,,8.37,,,119.95,,HarborBasket,"203TideStreet,Seacliff,CA94016",,RC-2505-5018,2025-05-21,,,,
RCT-0020,RCT-0020-scanned_pdf,rct-0020_mild_shadow.pdf,receipt,ocr,0.9445243789338503,0.9025,High,Review,0.0132,,,,,,,,,,USD,,36.55,,2.74,,,39.29,,Cobalt Corner Shop,"39 Prism Avenue, Eastmere, IL 60607",,RC-2501-5019,2025-01-09,,,,
RCT-0023,RCT-0023-scanned_pdf,rct-0023_perspective.pdf,receipt,ocr,0.9910282779966156,0.9264,High,Passed,0.0149,,,,,,,,,,USD,,163.49,,13.49,,,176.98,,HarborBasket,"203TideStreet,Seacliff,CA94016",,RC-2508-5022,2025-08-06,,,,
RCT-0024,RCT-0024-scanned_pdf,rct-0024_lower_contrast.pdf,receipt,ocr,0.9861791837396312,0.925,High,Passed,0.0104,,,,,,,,,,USD,,102.27,,8.44,,,110.71,,Cobalt Corner Shop,"39Prism Avenue,Eastmere,IL60607",,RC-2510-5023,2025-10-16,,,,
RCT-0026,RCT-0026-scanned_pdf,rct-0026_mild_blur.pdf,receipt,ocr,0.9904828676163338,0.9263,High,Passed,0.0093,,,,,,,,,,USD,,47.88,,2.39,,,50.27,,LittleLanternCafe,"88CrescentRoad,Pinecross,WA98104",,RC-2511-5025,2025-11-16,,,,
RCT-0027,RCT-0027-scanned_pdf,rct-0027_mild_shadow.pdf,receipt,ocr,0.9733900493296783,0.9195,High,Passed,0.0112,,,,,,,,,,USD,,102.55,,,,,111.01,,Harbor Basket,203TideStreetSeacliffCA94016,,RC-2509-5026,2025-09-03,,,,
RCT-0029,RCT-0029-scanned_pdf,rct-0029_light_noise.pdf,receipt,ocr,0.9934191471271101,0.9272,High,Passed,0.0092,,,,,,,,,,USD,,90.85,,4.54,,,95.39,,Morning Oak Market,"15OrchardWay,Brookfield,VT05036",,RC-2508-5028,2025-08-13,,,,
